"Phrase","Count"
"populate the hdc",1
"the hdc variable",1
"hdc variable with",1
"populate the TriVertex",1
"the TriVertex array",1
"We're putting two",2
"putting two sets",1
"two sets of",1
"sets of information",1
"information in here",1
"in here –",1
"here – first",1
"– first of",1
"all the width",1
"and height in",1
"height in pixels",1
"in pixels of",1
"pixels of the",1
"the window itself",1
"Secondly we're putting",1
"we're putting in",2
"putting in the",2
"in the colour",1
"the colour –",1
"colour – the",1
"– the red",1
"the red, green",1
"green and blue",1
"and blue colour",1
"blue colour –",1
"colour – for",1
"– for each",1
"of the sides",1
"the sides of",1
"sides of our",1
"of our gradient",2
"here we're making",1
"we're making it",3
"making it 230",1
"it 230 for",1
"230 for red",1
"for red and",1
"red and 150",1
"and 150 for",1
"150 for red",1
"for red on",1
"red on the",3
"the other side",1
"to the gradient_full_windows",1
"the gradient_full_windows API",1
"gradient_full_windows API function",1
"This will perform",1
"will perform the",1
"perform the gradient",1
"the gradient fill",1
"gradient fill for",1
"fill for us",1
"for us filling",1
"us filling the",1
"filling the window",1
"the window with",1
"window with a",1
"with a colour",1
"a colour of",1
"colour of our",3
"of our choice",4
"And finally we're",2
"finally we're using",1
"the graphics redraw",5
"graphics redraw command",5
"redraw command to",4
"command to redraw",2
"redraw the graphics",3
"graphics window so",1
"window so the",1
"actually see what's",1
"see what's on",1
"what's on it",1
"And there you",1
"there you will",1
"see the background",1
"background of the",3
"of the sample",1
"the sample graphics",1
"sample graphics window",1
"graphics window is",8
"window is now",1
"now showing a",1
"showing a gradient",1
"gradient fill of",1
"fill of red",1
"Going from a",1
"from a lighter",1
"a lighter red",1
"lighter red on",1
"left hand side",3
"hand side to",1
"side to a",1
"to a darker",1
"a darker red",1
"darker red on",1
"on the right",2
"We can amend",1
"can amend the",1
"amend the colour",1
"the colour of",1
"colour of this",1
"of this gradient",1
"this gradient fill",1
"gradient fill quite",1
"fill quite easily",1
"easily by amending",1
"by amending the",1
"amending the values",1
"values in the",1
"in the paint_background",1
"the paint_background function",1
"we put some",1
"put some values",1
"some values in",1
"values in for",1
"in for the",3
"for the green",1
"the green element",1
"green element of",1
"element of our",2
"of our colour",2
"our colour and",1
"colour and run",1
"application again now",2
"again now, we",2
"will get quite",1
"get quite a",1
"quite a different",1
"a different colour",1
"see the text",2
"text that is",2
"that is being",1
"is being printed",1
"being printed on",1
"printed on this",1
"this graphics window",2
"window is overwriting",1
"is overwriting the",1
"overwriting the background",1
"the background fill",2
"As the background",1
"background fill colour",1
"fill colour is",1
"colour is a",1
"is a gradient",1
"a gradient, we",1
"we can't set",1
"can't set the",1
"set the background",3
"background colour of",3
"our text command",1
"But can we",2
"we make it",1
"make it transparent",1
"it transparent so",1
"transparent so that",1
"that the background",1
"background colour will",1
"colour will show",1
"will show through?",1
"show through? Let's",1
"through? Let's have",1
"back to where",1
"where the text",1
"text is actually",1
"is actually written",1
"the text being",1
"text being written",1
"being written to",1
"written to the",1
"So we'll want",1
"want to put",6
"put a graphics_colour",1
"a graphics_colour command",1
"graphics_colour command in",1
"command in to",1
"in to override",1
"to override the",1
"override the standard",1
"the standard colours",1
"Before we'd use",1
"we'd use the",1
"graphics colour with",1
"colour with its",1
"with its two",1
"its two parameters",2
"two parameters -",1
"parameters - the",1
"- the black",1
"the black for",1
"black for the",1
"for the foreground",2
"foreground and the",1
"and the light",1
"the light grey",2
"light grey for",1
"grey for the",1
"for the background",3
"If we remove",1
"we remove the",1
"remove the light",1
"light grey and",1
"grey and we",1
"and we put",1
"we put in",1
"put in -2",1
"in -2, this",1
"background to be",2
"to be transparent",1
"be transparent and",1
"transparent and allow",1
"and allow the",1
"allow the background",1
"our gradient fill",1
"gradient fill to",2
"fill to show",1
"to show through",2
"text is now",1
"is now successfully",1
"now successfully displayed",2
"successfully displayed and",1
"displayed and the",1
"background colour is",1
"colour is showing",1
"is showing through",1
"So having populated",1
"having populated our",1
"populated our graphics",1
"our graphics window",13
"graphics window, can",1
"can we copy",2
"we copy data",1
"copy data from",1
"data from it",1
"from it and",1
"it and on",1
"and on to",1
"to the second",5
"the second graphics",8
"second graphics window?",2
"graphics window? Let's",1
"window? Let's go",1
"So after the",1
"after the JPEG",1
"the JPEG is",1
"JPEG is rendered",1
"to the first",2
"graphics window, we",1
"want to copy",2
"to copy a",1
"copy a section",1
"of this first",1
"this first graphics",1
"graphics window to",9
"window to the",4
"thing we need",3
"use a graphics_attach",1
"a graphics_attach command",1
"graphics_attach command to",2
"command to reference",1
"reference the second",1
"This instructs Power",1
"instructs Power Basic",2
"Basic that the",2
"that the graphics",2
"graphics window we're",2
"window we're going",3
"going to write",2
"to write to",1
"write to is",1
"is the second",2
"the second one",1
"use the graphic_copy",1
"the graphic_copy command",1
"graphic_copy command, referencing",1
"referencing the first",1
"the first window",5
"first window and",1
"window and the",2
"and the area",1
"area of that",1
"of that window",1
"that window we",1
"window we want",2
"to copy and",2
"copy and where",1
"and where on",1
"where on the",2
"on the second",2
"the second window",1
"second window we're",1
"going to copy",1
"to copy to",1
"So the graphics_copy",1
"the graphics_copy command",3
"graphics_copy command will",1
"command will take",1
"take a number",1
"of parameters, the",1
"which is where",1
"where we're actually",1
"we're actually copying",1
"actually copying from",1
"And since we're",1
"since we're copying",1
"we're copying from",1
"copying from a",1
"from a graphics",2
"graphics window, the",1
"the next parameter",1
"next parameter needs",1
"parameter needs to",1
"to be zero",1
"Next are the",1
"of the area",1
"the area we",1
"area we wish",1
"wish to copy",2
"Note these are",1
"these are not",1
"are not widths",1
"not widths and",1
"widths and heights",1
"and heights, but",1
"but the actual",1
"the actual pixel",1
"actual pixel coordinates",1
"To finish the",1
"finish the command",1
"the command, we",1
"need to tell",2
"to tell it",1
"tell it where",1
"it where we're",1
"where we're copying",1
"we're copying to",1
"copying to on",1
"to on the",1
"we're moving to",1
"moving to 100",1
"to 100 by",1
"100 by 100",2
"by 100 pixels",1
"100 pixels and",1
"pixels and we're",1
"using the mix_copy",1
"the mix_copy source",1
"And after using",1
"after using the",1
"using the graphics_copy",1
"graphics_copy command, we",1
"will use graphics_redraw",1
"use graphics_redraw to",1
"graphics_redraw to instruct",1
"to instruct Power",3
"instruct Power Basic",3
"Power Basic to",2
"Basic to redraw",1
"graphics window and",9
"window and make",1
"and make it",2
"make it visible",1
"it visible to",1
"will get our",1
"get our progress",1
"our progress bar",2
"Once it completes",1
"it completes, the",1
"the JPEG will",2
"JPEG will be",1
"will be displayed",2
"be displayed on",2
"window and a",1
"and a section",1
"section of that",1
"of that graphics",1
"that graphics window",5
"graphics window has",2
"window has now",1
"now been copied",1
"been copied to",1
"copied to the",2
"you can quite",2
"quite easily copy",1
"easily copy from",1
"from one window",1
"one window to",1
"to another with",1
"another with one",1
"with one command",1
"we copy something",1
"copy something from",1
"something from the",2
"window to somewhere",1
"to somewhere else",1
"somewhere else on",1
"else on the",1
"first graphics window?",1
"graphics window? We",1
"window? We can",1
"can take exactly",1
"take exactly the",1
"same approach as",1
"approach as we",1
"did a moment",1
"we use the",6
"use the graphics_attach",1
"the graphics_attach command",1
"command to instruct",3
"Basic that what",1
"that what we're",1
"to be writing",1
"be writing to",2
"writing to is",1
"is the first",3
"use the graphics_copy",1
"graphics_copy command to",1
"command to say",2
"say that we",1
"that we are",2
"are copying to",1
"copying to the",1
"are copying from",1
"copying from this",1
"from this location",1
"this location to",1
"location to this",1
"to this location",1
"This is defining",1
"is defining the",1
"defining the size",1
"the rectangle we",1
"rectangle we wish",1
"copy and this",1
"this is saying",1
"is saying we",1
"saying we were",1
"we were copying",1
"were copying to",1
"use the graphics_redraw",1
"the graphics_redraw command",1
"graphics_redraw command to",1
"Basic to display",1
"display this to",2
"that now, we",4
"get the progress",1
"progress bar as",1
"bar as before",1
"JPEG will then",1
"will then be",1
"then be copied",1
"be copied to",1
"to the primary",1
"the primary window",1
"And we now",2
"now have the",2
"have the secondary",1
"the secondary window",1
"secondary window populated",1
"window populated as",1
"populated as before",1
"as before and",2
"before and we",1
"also have an",1
"have an image",1
"an image copied",1
"image copied to",1
"copied to a",1
"a separate area",1
"separate area of",1
"area of the",1
"of the first",6
"is we've added",1
"added a gradient",1
"fill to our",1
"to our primary",1
"our primary graphics",1
"primary graphics window",1
"We've amended the",1
"the text so",1
"text so that",1
"when the text",1
"text is written",1
"is written to",1
"written to that",1
"to that graphics",2
"graphics window, it",1
"it allows the",1
"allows the background",1
"the background screen",1
"background screen to",1
"screen to show",1
"In other words",2
"other words, we",1
"we have written",1
"have written the",1
"written the text",1
"the text with",1
"with a transparent",1
"a transparent background",1
"We've also copied",2
"also copied a",2
"copied a section",2
"And we've also",1
"window to a",1
"a separate location",1
"separate location on",1
"location on that",1
"on that first",1
"that first graphics",1
"We can probably",1
"can probably do",2
"probably do more",1
"do more to",1
"more to the",1
"to the paint",1
"the paint background",1
"paint background function",1
"background function to",1
"function to make",1
"make it more",1
"it more generic",1
"more generic so",1
"generic so that",1
"so that you",1
"that you can",2
"you can specify",1
"can specify the",1
"specify the colours",1
"the colours in",1
"at the creation",2
"the creation of",4
"creation of clickable",1
"of clickable buttons",1
"clickable buttons on",1
"buttons on a",2
"on a graphics",2
"created a number",1
"number of videos",2
"of videos which",1
